"Reference","added_or_amended","X","coast","Location","Date","Time","Lat","Long","Temp","Sal","Turbidity","sample","bottom","Community_Respiration","Size_fraction_µm","BR_method","Bacterial_Respiratn","BP_method","Bact_prod_filter","Bact_prod_unfil","Bact_prod_filter.1","Bact_prod_unfil.1","BGE","Bact.Abun.filter","Bact.Abun.unfilt","Bact.biomass","DOC","Chl.a","NH4","PO4","NO2","NO3","log10chl","log10no3","log10_bac_prod","Bact_prod_all","log10_bact_prod_all"
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","173","18-Jul-00","8:56",54.01,5,14.49,34.42,4.8,5,36,NA,"0.8","Winkler oxygen",1.48,"leucine uptake using 1.5 kg C mol-1 leucine",0.43,0.32,NA,NA,0.22,0.65,1.27,NA,78,1.01,0.96,0.208,0.057,0.153,0.00432137378264258,-0.815308569182401,-0.366531544420413,0.75,-0.1249387366083
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","174","18-Jul-00","13:35",53.51,5,15.47,34.05,0.68,5,20,NA,"0.8","Winkler oxygen",2.23,"leucine uptake using 1.5 kg C mol-1 leucine",0.73,1.45,NA,NA,0.25,2.68,4,NA,130,2.41,0.534,0.031,0.038,0.113,0.382017042574868,-0.94692155651658,-0.136677139879544,2.18,0.338456493604605
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","182","19-Jul-00","6:12",52.61,3.13,14.78,34.88,0.71,5,30,NA,"0.8","Winkler oxygen",0.86,"leucine uptake using 1.5 kg C mol-1 leucine",0.43,0.31,NA,NA,0.33,0.81,1.51,NA,104,0.65,0.347,0.034,0.025,0.034,-0.187086643357144,-1.46852108295774,-0.366531544420413,0.74,-0.130768280269024
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","184","19-Jul-00","8:54",52.36,3.13,15.1,34.93,0.85,5,33,NA,"0.8","Winkler oxygen",1.52,"leucine uptake using 1.5 kg C mol-1 leucine",0.36,0.36,NA,NA,0.19,1.39,3.21,NA,96,1.09,0.073,0.024,0.023,0.018,0.0374264979406237,-1.74472749489669,-0.443697499232713,0.72,-0.142667503568732
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","185","19-Jul-00","11:28",52.55,3.13,14.82,34.87,0.66,5,36,NA,"0.8","Winkler oxygen",1.52,"leucine uptake using 1.5 kg C mol-1 leucine",0.25,0.33,NA,NA,0.14,0.72,1.55,NA,152,0.68,0.249,0.035,0.027,0.034,-0.167491087293764,-1.46852108295774,-0.602059991327962,0.58,-0.236572006437063
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","188","19-Jul-00","16:30",52.56,3.13,14.85,34.87,0.78,5,32,NA,"0.8","Winkler oxygen",1.49,"leucine uptake using 1.5 kg C mol-1 leucine",0.45,0.44,NA,NA,0.23,0.57,1.34,NA,91,0.72,0.589,0.065,0.008,0.032,-0.142667503568732,-1.49485002168009,-0.346787486224656,0.89,-0.0506099933550872
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","193","20-Jul-00","3:19",53.25,3.5,14.68,34.25,4.37,5,20,NA,"0.8","Winkler oxygen",1.26,"leucine uptake using 1.5 kg C mol-1 leucine",0.67,0.56,NA,NA,0.35,NA,3.06,NA,85,2.05,0.621,0.075,0.085,1.529,0.311753861055754,0.18440748541232,-0.173925197299174,1.23,0.0899051114393979
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","195","20-Jul-00","6:10",53,3.5,14.87,34.63,0.7,5,27,NA,"0.8","Winkler oxygen",0.62,"leucine uptake using 1.5 kg C mol-1 leucine",0.45,0.51,NA,NA,0.42,NA,2.32,NA,82,1.25,0.229,0.046,0.019,0.007,0.0969100130080564,-2.15490195998574,-0.346787486224656,0.96,-0.0177287669604316
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","197","20-Jul-00","8:49",52.75,3.5,15.04,34.81,2.37,5,21,NA,"0.8","Winkler oxygen",0.6,"leucine uptake using 1.5 kg C mol-1 leucine",0.43,0.59,NA,NA,0.42,NA,4.95,NA,87,1.34,0.108,0.022,0.012,0.001,0.127104798364808,-3,-0.366531544420413,1.02,0.00860017176191757
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","199","20-Jul-00","11:23",52.5,3.5,15.25,34.77,0.83,5,25,NA,"0.8","Winkler oxygen",0.41,"leucine uptake using 1.5 kg C mol-1 leucine",0.32,0.62,NA,NA,0.44,NA,7.38,NA,163,1,0.133,0.018,0.008,0.001,0,-3,-0.494850021680094,0.94,-0.0268721464003014
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","901","18-Aug-02","2:08",53.67,2.92,18.28,34.19,0.44,5,36,NA,"0.8","Winkler oxygen",0.37,"leucine uptake using 1.5 kg C mol-1 leucine",1.7,0,NA,NA,0.82,1.48,1.84,NA,NA,1.06,0.172,0.152,0.012,0.105,0.0253058652647703,-0.978810700930062,0.230448921378274,1.7,0.230448921378274
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","902","18-Aug-02","6:05",53.15,2.93,17.79,34.35,0.86,5,30,NA,"0.8","Winkler oxygen",0.33,"leucine uptake using 1.5 kg C mol-1 leucine",1.25,0,NA,NA,0.79,1.39,1.64,NA,376,0.73,0.9,0.111,0.048,0.392,-0.136677139879544,-0.406713932979543,0.0969100130080564,1.25,0.0969100130080564
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","905","18-Aug-02","9:47",52.92,3,17.84,34.52,0.68,5,38,NA,"0.8","Winkler oxygen",0.81,"leucine uptake using 1.5 kg C mol-1 leucine",1.1,0,NA,NA,0.58,1.55,1.86,NA,167.7,0.47,0.615,0.07,0.053,0.168,-0.327902142064283,-0.774690718274137,0.0413926851582251,1.1,0.0413926851582251
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","911","19-Aug-02","3:14",53.5,2.25,17.91,34.34,0.32,5,30,NA,"0.8","Winkler oxygen",2.67,"leucine uptake using 1.5 kg C mol-1 leucine",0.59,0,NA,NA,0.18,1.24,1.32,NA,170.8,0.79,0.207,0.148,0.015,0.086,-0.102372908709559,-1.06550154875643,-0.229147988357856,0.59,-0.229147988357856
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","916","19-Aug-02","11:15",52.75,2.42,18.08,34.1,0.86,5,46,NA,"0.8","Winkler oxygen",1.75,"leucine uptake using 1.5 kg C mol-1 leucine",0.6,0,NA,NA,0.26,1.56,2.16,NA,305.2,1.01,0.93,0.209,0.344,1.381,0.00432137378264258,0.140193678578631,-0.221848749616356,0.6,-0.221848749616356
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","921","21-Aug-02","3:11",53.42,4,18.92,34.84,0.48,5,26,NA,"0.8","Winkler oxygen",6.35,"leucine uptake using 1.5 kg C mol-1 leucine",1.19,0,NA,NA,0.16,2.85,3.81,NA,299.5,1.23,0.188,0.121,0.025,0.118,0.0899051114393979,-0.928117992693875,0.0755469613925307,1.19,0.0755469613925307
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","931","22-Aug-02","3:35",53.87,3.5,19.22,34.04,0.15,5,33,NA,"0.8","Winkler oxygen",5.17,"leucine uptake using 1.5 kg C mol-1 leucine",1.48,0,NA,NA,0.22,1.51,1.66,NA,206.4,1.14,0.192,0.085,0.021,0.14,0.0569048513364726,-0.853871964321762,0.170261715394957,1.48,0.170261715394957
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","934","22-Aug-02","7:35",53.54,3.5,18.72,34.14,0.43,5,33,NA,"0.8","Winkler oxygen",8.76,"leucine uptake using 1.5 kg C mol-1 leucine",0.99,0,NA,NA,0.1,1.49,1.67,NA,352.2,1.27,0.363,0.093,0.027,0.125,0.103803720955957,-0.903089986991944,-0.00436480540245009,0.99,-0.00436480540245009
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","936","22-Aug-02","12:23",53.25,3.5,18.53,34.66,0.56,5,19,NA,"0.8","Winkler oxygen",2.46,"leucine uptake using 1.5 kg C mol-1 leucine",0.97,0,NA,NA,0.28,1.76,1.89,NA,284.2,0.49,0.367,0.064,0.021,0.128,-0.309803919971486,-0.892790030352132,-0.0132282657337552,0.97,-0.0132282657337552
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","943","23-Aug-02","6:07",53.4,4,18.67,34.84,2.64,5,25,NA,"0.8","Winkler oxygen",4.17,"leucine uptake using 1.5 kg C mol-1 leucine",0.83,0,NA,NA,0.17,1.52,2.28,NA,169.6,0.92,0.339,0.122,0.016,0.12,-0.0362121726544447,-0.920818753952375,-0.0809219076239261,0.83,-0.0809219076239261
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","945","23-Aug-02","9:10",53.6,4,18.45,34.4,0.99,5,34,NA,"0.8","Winkler oxygen",1.26,"leucine uptake using 1.5 kg C mol-1 leucine",1.09,0,NA,NA,0.46,1.49,2,NA,302.5,0.71,0.521,0.154,0.042,0.141,-0.148741651280925,-0.85078088734462,0.0374264979406237,1.09,0.0374264979406237
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","947","23-Aug-02","13:05",53.8,4,17.82,34.14,0.47,5,38,NA,"0.8","Winkler oxygen",4.93,"leucine uptake using 1.5 kg C mol-1 leucine",0.73,0,NA,NA,0.13,1.55,1.79,NA,430.3,0.47,0.475,0.112,0.022,0.133,-0.327902142064283,-0.876148359032914,-0.136677139879544,0.73,-0.136677139879544
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","952","24-Aug-02","5:51",53.9,4.5,18.42,34.12,0.62,5,40,NA,"0.8","Winkler oxygen",5.07,"leucine uptake using 1.5 kg C mol-1 leucine",0.69,0,NA,NA,0.12,1.89,2.38,NA,214.7,0.57,0.393,0.072,0.025,0.116,-0.244125144327509,-0.935542010773082,-0.161150909262745,0.69,-0.161150909262745
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","954","24-Aug-02","11:20",53.7,4.5,18.65,34.52,0.79,5,35,NA,"0.8","Winkler oxygen",0.24,"leucine uptake using 1.5 kg C mol-1 leucine",0.82,0,NA,NA,0.78,1.76,2.04,NA,346,0.84,1.106,0.186,0.037,0.178,-0.0757207139381184,-0.749579997691106,-0.0861861476162833,0.82,-0.0861861476162833
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","956","24-Aug-02","13:52",53.5,4.5,18.94,34.75,0.76,5,23,NA,"0.8","Winkler oxygen",1.48,"leucine uptake using 1.5 kg C mol-1 leucine",1.01,0,NA,NA,0.41,2.34,3.09,NA,234.2,1.12,0.247,0.157,0.034,0.058,0.0492180226701817,-1.23657200643706,0.00432137378264258,1.01,0.00432137378264258
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","961","25-Aug-02","4:58",53.6,5,19.23,33.55,0.33,5,21,NA,"0.8","Winkler oxygen",6.82,"leucine uptake using 1.5 kg C mol-1 leucine",1.05,0,NA,NA,0.13,2.97,3.96,NA,322,1.18,0.531,0.198,0.037,0.103,0.0718820073061254,-0.987162775294828,0.0211892990699381,1.05,0.0211892990699381
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","965","25-Aug-02","11:11",54,5,18.4,34.03,0.55,5,39,NA,"0.8","Winkler oxygen",2.04,"leucine uptake using 1.5 kg C mol-1 leucine",0.68,0,NA,NA,0.25,1.14,1.86,NA,165.7,1.2,0.48,0.078,0.042,0.122,0.0791812460476248,-0.913640169325252,-0.167491087293764,0.68,-0.167491087293764
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","971","26-Aug-02","6:02",53.33,2.5,18.04,34.23,0.65,5,26,NA,"0.8","Winkler oxygen",4.03,"leucine uptake using 1.5 kg C mol-1 leucine",0.47,0,NA,NA,0.11,1.35,1.51,NA,427.8,0.93,0.214,0.165,0.02,0.13,-0.0315170514460649,-0.886056647693163,-0.327902142064283,0.47,-0.327902142064283
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","972","26-Aug-02","9:29",53,2.5,17.81,34.13,1.74,5,35,NA,"0.8","Winkler oxygen",2.79,"leucine uptake using 1.5 kg C mol-1 leucine",0.45,0,NA,NA,0.14,1.7,2.14,NA,157.2,0.39,0.421,0.197,0.106,0.225,-0.408935392973501,-0.647817481888638,-0.346787486224656,0.45,-0.346787486224656
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","973","26-Aug-02","12:53",53.33,3,18.25,34.13,0.77,5,29,NA,"0.8","Winkler oxygen",8.34,"leucine uptake using 1.5 kg C mol-1 leucine",0.57,0,NA,NA,0.06,1.6,1.9,NA,256.7,1.32,0.301,0.14,0.027,0.099,0.12057393120585,-1.00436480540245,-0.244125144327509,0.57,-0.244125144327509
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","981","27-Aug-02","4:31",54.5,4.5,18.86,34.22,0.15,5,45,NA,"0.8","Winkler oxygen",7.77,"leucine uptake using 1.5 kg C mol-1 leucine",0.66,0,NA,NA,0.08,1.51,1.92,NA,233.6,1.05,0.226,0.085,0.017,0.116,0.0211892990699381,-0.935542010773082,-0.180456064458131,0.66,-0.180456064458131
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","203","12-Sep-00","6:27",53.5,3.5,17,34.13,3.51,5,26,NA,"0.8","Winkler oxygen",1.46,"leucine uptake using 1.5 kg C mol-1 leucine",0.17,0.55,NA,NA,0.11,1.67,2.59,NA,85.4,3.59,2.166,0.229,0.131,0.868,0.555094448578319,-0.0614802748235081,-0.769551078621726,0.72,-0.142667503568731
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","205","12-Sep-00","9:07",53.25,3.5,17.04,34.44,2.01,5,20,NA,"0.8","Winkler oxygen",2.05,"leucine uptake using 1.5 kg C mol-1 leucine",0.75,0.32,NA,NA,0.27,0.69,1.76,NA,87.5,0.66,1.599,0.168,0.07,0.266,-0.180456064458131,-0.575118363368933,-0.1249387366083,1.07,0.0293837776852097
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","213","13-Sep-00","6:22",53.68,0.92,15.14,34.67,0.73,5,23,NA,"0.8","Winkler oxygen",1.61,"leucine uptake using 1.5 kg C mol-1 leucine",0.27,0.29,NA,NA,0.14,0.95,1.08,NA,72.6,1.08,0.376,0.24,0.024,0.186,0.0334237554869497,-0.730487055782084,-0.568636235841013,0.56,-0.2518119729938
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","215","13-Sep-00","9:12",53.72,0.49,14.66,34.43,1.29,5,23,NA,"0.8","Winkler oxygen",0.95,"leucine uptake using 1.5 kg C mol-1 leucine",0.22,0.47,NA,NA,0.19,1.33,2.83,NA,70.4,1.06,0.853,0.237,0.127,0.478,0.0253058652647703,-0.320572103387881,-0.657577319177794,0.69,-0.161150909262745
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","217","13-Sep-00","11:39",53.84,0.17,14.2,34.23,0.84,5,21,NA,"0.8","Winkler oxygen",0.57,"leucine uptake using 1.5 kg C mol-1 leucine",0.2,0.46,NA,NA,0.26,1.39,2.95,NA,60.4,1,0.553,0.252,0.641,1.341,0,0.127428777851599,-0.698970004336019,0.66,-0.180456064458131
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","222","14-Sep-00","6:16",53.5,3.75,17.03,34.18,4.68,5,26,NA,"0.8","Winkler oxygen",1.33,"leucine uptake using 1.5 kg C mol-1 leucine",0.24,0.26,NA,NA,0.16,1.16,3.36,NA,82.1,3.07,1.878,0.205,0.098,0.743,0.487138375477186,-0.129011186239425,-0.619788758288394,0.5,-0.301029995663981
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","225","14-Sep-00","11:29",53.47,3.8,17.19,34.17,3.08,5,22,NA,"0.8","Winkler oxygen",1.62,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.38,NA,NA,0.06,1.12,2.74,NA,224.1,4.25,1.931,0.204,0.101,0.704,0.628388930050311,-0.152427340857888,-1,0.48,-0.318758762624413
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","232","15-Sep-00","6:17",54,4.51,16.73,34.33,0.76,5,38,NA,"0.8","Winkler oxygen",2.83,"leucine uptake using 1.5 kg C mol-1 leucine",0.22,0.44,NA,NA,0.07,1.74,2.87,NA,86.5,2.07,0.159,0.123,0.02,0.035,0.315970345456918,-1.45593195564972,-0.657577319177794,0.66,-0.180456064458131
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","234","15-Sep-00","8:39",53.75,4.5,16.94,34.2,2.8,5,34,NA,"0.8","Winkler oxygen",0.95,"leucine uptake using 1.5 kg C mol-1 leucine",0.1,0.31,NA,NA,0.09,1.06,2.96,NA,219.2,1.33,1.942,0.271,0.117,0.723,0.123851640967086,-0.140861702705469,-1,0.41,-0.387216143280264
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","236","15-Sep-00","11:21",53.5,4.5,17.42,34.65,2.85,5,21,NA,"0.8","Winkler oxygen",2.51,"leucine uptake using 1.5 kg C mol-1 leucine",0.2,0.44,NA,NA,0.08,2.02,4.56,NA,83.7,1.49,0.818,0.183,0.059,0.142,0.173186268412274,-0.847711655616944,-0.698970004336019,0.64,-0.193820026016113
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","242","16-Sep-00","7:00",53.65,4,17,34.16,1.53,5,33,NA,"0.8","Winkler oxygen",1.85,"leucine uptake using 1.5 kg C mol-1 leucine",0.28,0.36,NA,NA,0.13,1.18,2.93,NA,135.2,3.1,1.39,0.211,0.077,0.399,0.491361693834273,-0.399027104313252,-0.552841968657781,0.64,-0.193820026016113
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","263","18-Sep-00","9:31",53.91,4.13,16.4,34.54,0.82,5,38,NA,"0.8","Winkler oxygen",0.68,"leucine uptake using 1.5 kg C mol-1 leucine",0.33,0.33,NA,NA,0.32,1.11,1.94,NA,69.2,1.4,0.418,0.207,0.03,0.027,0.146128035678238,-1.56863623584101,-0.481486060122112,0.66,-0.180456064458131
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","274","19-Sep-00","9:16",53.25,2.84,16.95,33.99,4,5,27,NA,"0.8","Winkler oxygen",0.97,"leucine uptake using 1.5 kg C mol-1 leucine",0.06,0.04,NA,NA,0.06,0.95,2.41,NA,98,1.27,1.16,0.246,0.341,1.595,0.103803720955957,0.2027606873932,-1.22184874961636,0.1,-1
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","276","19-Sep-00","11:31",53,2.83,17,34,3.98,5,35,NA,"0.8","Winkler oxygen",0.76,"leucine uptake using 1.5 kg C mol-1 leucine",0.08,0.24,NA,NA,0.09,0.83,2.19,NA,307.2,1.25,1.43,0.285,0.482,3.754,0.0969100130080564,0.574494268285327,-1.09691001300806,0.32,-0.494850021680094
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","278","19-Sep-00","13:31",52.75,2.83,17.13,34.36,3.15,5,33,NA,"0.8","Winkler oxygen",1.45,"leucine uptake using 1.5 kg C mol-1 leucine",0.16,0.24,NA,NA,0.1,NA,2.74,NA,NA,1.36,1.084,0.222,0.426,2.675,0.133538908370218,0.427323786357247,-0.795880017344075,0.4,-0.397940008672038
"Reinthaler, T., and G. J. Herndl. 2005. Seasonal Dynamics of Bacterial Growth Efficiencies in relation to phytoplankton in the Southern North Sea. Aquat. Microb. Ecol. 39:7-16.","Aug 05 - 10 May 06",NA,"N Sea","301","24-Oct-00","13:20",53.5,5,14.44,34.09,1.29,5,19,NA,"0.8","Winkler oxygen",0.8,"leucine uptake using 1.5 kg C mol-1 leucine",0.09,0.53,NA,NA,0.1,1.46,3.72,NA,NA,1.74,0.294,1.572,0.13,2.321,0.2405492482826,0.365675140455918,-1.04575749056068,0.62,-0.207608310501746
